"RegioS","Perioden","MediaanPersoonlijkInkomen_7","GemiddeldPersoonlijkInkomen_6"
"GM0531","2021JJ00",8.2,12.7
"GM0531","2022JJ00",8.7,13.2
"GM0531","2023JJ00",10.2,14.7
"GM0531","2024JJ00",11.3,16.2
"GM0164","2011JJ00",6.4,9.1
"GM0164","2012JJ00",6.4,9.1
"GM0164","2013JJ00",6.1,8.9
"GM0164","2014JJ00",5.8,8.7
"GM0164","2015JJ00",5.8,8.8
"GM0164","2016JJ00",5.5,8.6
"GM0164","2017JJ00",5.6,8.9
"GM0164","2018JJ00",6,9.3
"GM0164","2019JJ00",6.6,10
"GM0164","2020JJ00",7,10.5
"GM0164","2021JJ00",7.5,11.1
"GM0164","2022JJ00",8.8,12.5
"GM0164","2023JJ00",10.2,14.1
"GM0164","2024JJ00",11.7,15.3
"GM0796","2011JJ00",7.3,10.4
"GM0796","2012JJ00",7.2,10.2
"GM0796","2013JJ00",7.1,9.9
"GM0796","2014JJ00",7.1,10
"GM0796","2015JJ00",7.3,10.1
"GM0796","2016JJ00",7.2,10.2
"GM0796","2017JJ00",7.4,10.7
"GM0796","2018JJ00",7.8,11.2
"GM0796","2019JJ00",7.8,11.6
"GM0796","2020JJ00",8.4,12.3
"GM0796","2021JJ00",8.6,12.7
"GM0796","2022JJ00",9.6,13.9
"GM0796","2023JJ00",11.1,15.1
"GM0796","2024JJ00",13.4,17.3
"GM0252","2011JJ00",4.2,7.5
"GM0252","2012JJ00",4,7.2
"GM0252","2013JJ00",4.1,6.8
"GM0252","2014JJ00",4,6.6
"GM0252","2015JJ00",4.3,6.8
"GM0252","2016JJ00",4.3,6.9
"GM0252","2017JJ00",4.4,7.7
"GM0252","2018JJ00",4.8,8.1
"GM0252","2019JJ00",4.7,8.4
"GM0252","2020JJ00",5.3,8.5
"GM0252","2021JJ00",6.1,9.5
"GM0252","2022JJ00",6.9,10.7
"GM0252","2023JJ00",8.3,12.2
"GM0252","2024JJ00",9.1,13.9
"GM0797","2011JJ00",6.5,9.8
"GM0797","2012JJ00",6.5,9.7
"GM0797","2013JJ00",6.1,9.4
"GM0797","2014JJ00",6.2,9.5
"GM0797","2015JJ00",5.8,9.3
"GM0797","2016JJ00",6,9.3
"GM0797","2017JJ00",6.1,9.8
"GM0797","2018JJ00",6.3,10
"GM0797","2019JJ00",6.7,10.6
"GM0797","2020JJ00",7.2,11.3
"GM0797","2021JJ00",7.9,12.1
"GM0797","2022JJ00",9.4,13.6
"GM0797","2023JJ00",10.2,14.6
"GM0797","2024JJ00",12,16.2
"GM0534","2011JJ00",7.6,11
"GM0534","2012JJ00",7.7,10.8
"GM0534","2013JJ00",7.6,10.7
"GM0534","2014JJ00",7.1,10.5
"GM0534","2015JJ00",7.3,10.5
"GM0534","2016JJ00",6.7,10.5
"GM0534","2017JJ00",6.3,10.6
"GM0534","2018JJ00",6.8,11.1
"GM0534","2019JJ00",7.6,11.9
"GM0534","2020JJ00",8.6,12.4
"GM0534","2021JJ00",8.5,12.7
"GM0534","2022JJ00",8.9,13.9
"GM0534","2023JJ00",10.9,15.3
"GM0534","2024JJ00",12.5,16.7
"GM0798","2011JJ00",5.3,9
"GM0798","2012JJ00",5.3,8.9
"GM0798","2013JJ00",5.3,8.8
"GM0798","2014JJ00",5.5,8.9
"GM0798","2015JJ00",5.9,9.3
"GM0798","2016JJ00",5.9,9.5
"GM0798","2017JJ00",5.8,9.2
"GM0798","2018JJ00",5.7,10
"GM0798","2019JJ00",6.5,10.7
"GM0798","2020JJ00",7.5,11.7
"GM0798","2021JJ00",7.7,12.1
"GM0798","2022JJ00",8.3,12.9
"GM0798","2023JJ00",9.5,14.1
"GM0798","2024JJ00",11.7,16.1
"GM0402","2011JJ00",7.5,10.6
"GM0402","2012JJ00",7.4,10.4
"GM0402","2013JJ00",7.3,10.4
"GM0402","2014JJ00",6.9,10
"GM0402","2015JJ00",6.6,9.9
"GM0402","2016JJ00",6.6,10.2
"GM0402","2017JJ00",6.4,10.1
"GM0402","2018JJ00",6.3,10.3
"GM0402","2019JJ00",6.5,10.6
"GM0402","2020JJ00",6.4,10.6
"GM0402","2021JJ00",6.8,10.9
"GM0402","2022JJ00",7.5,12
"GM0402","2023JJ00",8.3,12.9
"GM0402","2024JJ00",10,14.5
"GM1963","2011JJ00",6.5,10.3
"GM1963","2012JJ00",6.4,10.2
"GM1963","2013JJ00",6.1,10
"GM1963","2014JJ00",6.1,9.8
"GM1963","2015JJ00",6.5,10.1
"GM1963","2016JJ00",6.5,10.3
"GM1963","2017JJ00",6.3,10.5
"GM1963","2018JJ00",6.2,11
"GM1963","2019JJ00",6.6,11.1
"GM1963","2020JJ00",7.6,12.1
"GM1963","2021JJ00",8,12.7
"GM1963","2022JJ00",9.2,13.9
"GM1963","2023JJ00",10.6,15.4
"GM1963","2024JJ00",12.8,17.3
"GM1735","2011JJ00",5.7,9
"GM1735","2012JJ00",6,8.9
"GM1735","2013JJ00",5.5,8.5
"GM1735","2014JJ00",5.2,8.6
"GM1735","2015JJ00",5.3,8.6
"GM1735","2016JJ00",5.5,8.8
"GM1735","2017JJ00",6,9.4
"GM1735","2018JJ00",6.1,9.9
"GM1735","2019JJ00",6.6,10.4
"GM1735","2020JJ00",6.7,11.1
"GM1735","2021JJ00",7.3,11.4
"GM1735","2022JJ00",8.5,12.5
"GM1735","2023JJ00",9.9,14.2
"GM1735","2024JJ00",11.9,16
"GM1966","2011JJ00",5.5,8.1
"GM1966","2012JJ00",5.7,8.3
"GM1966","2013JJ00",5.6,8.2
"GM1966","2014JJ00",5.5,8
"GM1966","2015JJ00",5.7,8.2
"GM1966","2016JJ00",5.3,8.2
"GM1966","2017JJ00",5.7,8.5
"GM1966","2018JJ00",5.6,8.7
"GM1966","2019JJ00",6.2,9.2
"GM1966","2020JJ00",6.9,10.2
"GM1966","2021JJ00",7.4,10.6
"GM1966","2022JJ00",8.4,11.8
"GM1966","2023JJ00",9.5,13
"GM1966","2024JJ00",10.6,14.5
"GM1911","2011JJ00",7,10.2
"GM1911","2012JJ00",6.7,9.9
"GM1911","2013JJ00",6.6,9.9
"GM1911","2014JJ00",6.2,9.6
"GM1911","2015JJ00",6.2,9.5
"GM1911","2016JJ00",6.3,9.6
"GM1911","2017JJ00",6.3,9.7
"GM1911","2018JJ00",6.8,10.3
"GM1911","2019JJ00",7.5,11.2
"GM1911","2020JJ00",8.8,12.3
"GM1911","2021JJ00",9.1,12.8
"GM1911","2022JJ00",10.3,14.6
"GM1911","2023JJ00",11.7,16
"GM1911","2024JJ00",14,17.6
"GM0118","2011JJ00",7,9.8
"GM0118","2012JJ00",7.1,9.8
"GM0118","2013JJ00",6.7,9.6
"GM0118","2014JJ00",6.9,9.5
"GM0118","2015JJ00",6.7,9.4
"GM0118","2016JJ00",6.3,9.2
"GM0118","2017JJ00",6.5,9.5
"GM0118","2018JJ00",6.8,9.8
"GM0118","2019JJ00",7.5,10.5
"GM0118","2020JJ00",8.1,11.2
"GM0118","2021JJ00",9.2,12.2
"GM0118","2022JJ00",10.4,13.7
"GM0118","2023JJ00",12,15.1
"GM0118","2024JJ00",13.2,16.5
"GM0405","2011JJ00",7.2,10.2
"GM0405","2012JJ00",7.1,9.8
"GM0405","2013JJ00",6.7,9.6
"GM0405","2014JJ00",6.6,9.6
"GM0405","2015JJ00",6.9,9.7
"GM0405","2016JJ00",6.6,9.7
"GM0405","2017JJ00",6.6,9.8
"GM0405","2018JJ00",6.9,10.4
"GM0405","2019JJ00",7.6,11.1
"GM0405","2020JJ00",8,11.5
"GM0405","2021JJ00",8.3,12.2
"GM0405","2022JJ00",9.3,13.4
"GM0405","2023JJ00",10.8,14.8
"GM0405","2024JJ00",12.5,16.4
"GM1507","2011JJ00",5.7,9.2
"GM1507","2012JJ00",5.9,9.2
"GM1507","2013JJ00",5.8,9.4
"GM1507","2014JJ00",5.7,9.1
"GM1507","2015JJ00",5.9,9
"GM1507","2016JJ00",5.7,9.2
"GM1507","2017JJ00",6.2,9.6
"GM1507","2018JJ00",6.4,10.1
"GM1507","2019JJ00",6.8,10.8
"GM1507","2020JJ00",7.7,11.6
"GM1507","2021JJ00",7.9,12
"GM1507","2022JJ00",8.6,13.3
"GM1507","2023JJ00",10.9,15.2
"GM1507","2024JJ00",12.9,17.2
"GM0321","2011JJ00",5.9,9.8
"GM0321","2012JJ00",5.7,9.6
"GM0321","2013JJ00",5.6,9.4
"GM0321","2014JJ00",5.8,9.1
"GM0321","2015JJ00",5.7,9.1
"GM0321","2016JJ00",5.4,8.9
"GM0321","2017JJ00",4.9,8.8
"GM0321","2018JJ00",4.9,9.1
"GM0321","2019JJ00",5,9.2
"GM0321","2020JJ00",5.1,9.6
"GM0321","2021JJ00",5.5,9.5
"GM0321","2022JJ00",6,10.4
"GM0321","2023JJ00",7.1,11.5
"GM0321","2024JJ00",8.7,13.3
"GM0406","2011JJ00",6.4,9.8
"GM0406","2012JJ00",6.2,9.6
"GM0406","2013JJ00",6.3,9.6
"GM0406","2014JJ00",6,9.1
"GM0406","2015JJ00",6,9.3
"GM0406","2016JJ00",5.9,9.2
"GM0406","2017JJ00",5.8,9.5
"GM0406","2018JJ00",6,9.3
"GM0406","2019JJ00",6.3,10.1
"GM0406","2020JJ00",6.7,10.9
"GM0406","2021JJ00",6.8,11
"GM0406","2022JJ00",7.7,11.8
"GM0406","2023JJ00",8.8,12.8
"GM0406","2024JJ00",10.3,14.4
"GM0677","2011JJ00",5.8,9.4
"GM0677","2012JJ00",5.6,9.4
"GM0677","2013JJ00",5.4,9.5
"GM0677","2014JJ00",5.1,9.4
"GM0677","2015JJ00",5.4,9.4
"GM0677","2016JJ00",5.3,9.2
"GM0677","2017JJ00",5.1,9.6
"GM0677","2018JJ00",5.7,9.9
"GM0677","2019JJ00",6.3,10.9
"GM0677","2020JJ00",6.8,11.3
"GM0677","2021JJ00",7.3,12.1
"GM0677","2022JJ00",8.1,13.3
"GM0677","2023JJ00",9.9,14.9
"GM0677","2024JJ00",10.6,16.1
"GM0353","2011JJ00",5.9,9.6
"GM0353","2012JJ00",6,9.7
"GM0353","2013JJ00",5.9,9.3
"GM0353","2014JJ00",5.8,9.3
"GM0353","2015JJ00",6,9.2
"GM0353","2016JJ00",6,9.4
"GM0353","2017JJ00",5.4,9.2
"GM0353","2018JJ00",5.6,9.6
"GM0353","2019JJ00",6.2,10.2
"GM0353","2020JJ00",6.9,10.9
"GM0353","2021JJ00",7.5,11.3
"GM0353","2022JJ00",8.2,12.4
"GM0353","2023JJ00",9.4,13.8
"GM0353","2024JJ00",11.6,16.3
"GM1884","2011JJ00",6.6,10.3
"GM1884","2012JJ00",6.6,10.5
"GM1884","2013JJ00",6.6,10.1
"GM1884","2014JJ00",6.5,10.1
"GM1884","2015JJ00",6.6,10.2
"GM1884","2016JJ00",6.9,10.5
"GM1884","2017JJ00",6.1,10.2
"GM1884","2018JJ00",6,10.4
"GM1884","2019JJ00",6.7,11.2
"GM1884","2020JJ00",7.6,11.8
"GM1884","2021JJ00",8.1,12.4
"GM1884","2022JJ00",8.9,13.2
"GM1884","2023JJ00",10.9,15.5
"GM1884","2024JJ00",12.6,16.9
"GM0166","2011JJ00",7.2,10.3
"GM0166","2012JJ00",7.1,10.2
"GM0166","2013JJ00",7,10
"GM0166","2014JJ00",6.9,9.9
"GM0166","2015JJ00",6.8,9.8
"GM0166","2016JJ00",6.8,9.9
"GM0166","2017JJ00",6.7,10.1
"GM0166","2018JJ00",7,10.6
"GM0166","2019JJ00",7.4,11
"GM0166","2020JJ00",8.3,11.7
"GM0166","2021JJ00",9.2,12.6
"GM0166","2022JJ00",9.8,13.8
"GM0166","2023JJ00",11.1,15.2
"GM0166","2024JJ00",12.8,17
"GM0678","2011JJ00",6.2,9.6
"GM0678","2012JJ00",6.3,9.8
"GM0678","2013JJ00",5.4,9.3
"GM0678","2014JJ00",5.7,9.2
"GM0678","2015JJ00",5.4,9.5
"GM0678","2016JJ00",6.1,10.1
"GM0678","2017JJ00",5.5,9.8
"GM0678","2018JJ00",6.6,10.7
"GM0678","2019JJ00",6.8,11
"GM0678","2020JJ00",7.6,11.8
"GM0678","2021JJ00",7.3,12
"GM0678","2022JJ00",8.6,13.5
"GM0678","2023JJ00",9.7,15
"GM0678","2024JJ00",12.5,17.3
"GM0537","2011JJ00",9.3,12.2
"GM0537","2012JJ00",8.9,12
"GM0537","2013JJ00",8.3,11.6
"GM0537","2014JJ00",8.2,11.4
"GM0537","2015JJ00",8,11.2
"GM0537","2016JJ00",8.1,11.5
"GM0537","2017JJ00",7.9,11.7
"GM0537","2018JJ00",8.2,12
"GM0537","2019JJ00",8.8,12.8
"GM0537","2020JJ00",9.3,13.6
"GM0537","2021JJ00",9.7,14
"GM0537","2022JJ00",9.9,14.7
"GM0537","2023JJ00",10.8,16
"GM0537","2024JJ00",12.8,17.5
"GM0928","2011JJ00",8.2,10.6
"GM0928","2012JJ00",8.1,10.4
"GM0928","2013JJ00",7.8,10.1
"GM0928","2014JJ00",7.6,10
"GM0928","2015JJ00",7.8,10
"GM0928","2016JJ00",7.3,10.2
"GM0928","2017JJ00",7.8,10.4
"GM0928","2018JJ00",7.6,10.8
"GM0928","2019JJ00",8.1,11.2
"GM0928","2020JJ00",8.7,11.9
"GM0928","2021JJ00",9.6,12.6
"GM0928","2022JJ00",11.7,14.4
"GM0928","2023JJ00",12.5,15.5
"GM0928","2024JJ00",13.6,16.7
"GM1598","2011JJ00",7.1,10.7
"GM1598","2012JJ00",7.5,10.8
"GM1598","2013JJ00",6.5,10
"GM1598","2014JJ00",6.4,9.8
"GM1598","2015JJ00",6.6,10
"GM1598","2016JJ00",6.2,9.9
"GM1598","2017JJ00",6.2,10
"GM1598","2018JJ00",6.6,10.8
"GM1598","2019JJ00",7.3,11.3
"GM1598","2020JJ00",8.3,12
"GM1598","2021JJ00",8.9,13
"GM1598","2022JJ00",9.9,14
"GM1598","2023JJ00",11.1,15.1
"GM1598","2024JJ00",13.2,17.5
"GM0542","2011JJ00",6.7,10.6
"GM0542","2012JJ00",6.7,10.4
"GM0542","2013JJ00",6.9,10.4
"GM0542","2014JJ00",6.4,10
"GM0542","2015JJ00",6.3,10.1
"GM0542","2016JJ00",6.5,10.3
"GM0542","2017JJ00",6.3,10
"GM0542","2018JJ00",6.5,10.5
"GM0542","2019JJ00",7.5,11.6
"GM0542","2020JJ00",7.8,11.9
"GM0542","2021JJ00",7.4,11.8
"GM0542","2022JJ00",9,13.1
"GM0542","2023JJ00",9.9,13.9
"GM0542","2024JJ00",11.9,15.9
"GM1931","2011JJ00",7.2,10.8
"GM1931","2012JJ00",6.9,10.4
"GM1931","2013JJ00",6.9,10.4
"GM1931","2014JJ00",6.6,10.2
"GM1931","2015JJ00",6.9,10.3
"GM1931","2016JJ00",7,10.6
"GM1931","2017JJ00",7.2,11
"GM1931","2018JJ00",7.1,11.3
"GM1931","2019JJ00",7.5,11.8
"GM1931","2020JJ00",8.4,12.7
"GM1931","2021JJ00",8.9,13.2
"GM1931","2022JJ00",9.8,14.4
"GM1931","2023JJ00",11.5,15.9
"GM1931","2024JJ00",13.3,17.7
"GM1659","2011JJ00",6.4,9.7
"GM1659","2012JJ00",6.3,9.5
"GM1659","2013JJ00",6,9.4
"GM1659","2014JJ00",6.6,10
"GM1659","2015JJ00",6.6,10.2
"GM1659","2016JJ00",6.7,9.9
"GM1659","2017JJ00",6.6,10.4
"GM1659","2018JJ00",6.8,10.8
"GM1659","2019JJ00",7.6,11.6
"GM1659","2020JJ00",7.9,12.1
"GM1659","2021JJ00",8.3,12.7
"GM1659","2022JJ00",8.8,13.6
"GM1659","2023JJ00",10.9,15.3
"GM1659","2024JJ00",12.2,16.8
"GM1982","2011JJ00",5.4,9
"GM1982","2012JJ00",5.4,8.8
"GM1982","2013JJ00",5.3,8.6
"GM1982","2014JJ00",5.4,8.5
"GM1982","2015JJ00",5.6,8.8
"GM1982","2016JJ00",5.8,9.2
"GM1982","2017JJ00",6,9.7
"GM1982","2018JJ00",6.5,10.2
"GM1982","2019JJ00",7.1,10.9
"GM1982","2020JJ00",7.8,11.8
"GM1982","2021JJ00",8.5,12.4
"GM1982","2022JJ00",9.3,13.8
"GM1982","2023JJ00",10.6,14.9
"GM1982","2024JJ00",12.5,16.6
"GM0882","2011JJ00",6.5,9.9
"GM0882","2012JJ00",6.5,9.7
"GM0882","2013JJ00",6.7,9.7
"GM0882","2014JJ00",6.7,9.7
"GM0882","2015JJ00",6.7,9.7
"GM0882","2016JJ00",6.5,9.7
"GM0882","2017JJ00",6.6,10
"GM0882","2018JJ00",6.7,10.7
"GM0882","2019JJ00",7.4,11.2
"GM0882","2020JJ00",7.7,11.5
"GM0882","2021JJ00",8,12.1
"GM0882","2022JJ00",9.5,13.6
"GM0882","2023JJ00",10.9,14.9
"GM0882","2024JJ00",11.9,16.1
"GM0415","2011JJ00",5.8,9.2
"GM0415","2012JJ00",5.9,9.3
"GM0415","2013JJ00",6.1,8.9
"GM0415","2014JJ00",6,8.9
"GM0415","2015JJ00",5.6,9.2
"GM0415","2016JJ00",5.3,8.8
"GM0415","2017JJ00",5.9,9.5
"GM0415","2018JJ00",6.4,9.7
"GM0415","2019JJ00",6.5,10.1
"GM0415","2020JJ00",6.9,10.6
"GM0415","2021JJ00",6.9,11
"GM0415","2022JJ00",8.4,12.1
"GM0415","2023JJ00",9.4,13.5
"GM0415","2024JJ00",10.3,14
"GM1621","2011JJ00",5.2,9.2
"GM1621","2012JJ00",5.3,9.3
"GM1621","2013JJ00",5.4,9.2
"GM1621","2014JJ00",5,8.6
"GM1621","2015JJ00",5.1,8.7
"GM1621","2016JJ00",4.9,8.8
"GM1621","2017JJ00",4.9,8.9
"GM1621","2018JJ00",5.2,9.4
"GM1621","2019JJ00",5.6,9.6
"GM1621","2020JJ00",5.9,10.1
"GM1621","2021JJ00",6.5,10.9
"GM1621","2022JJ00",7,11.5
"GM1621","2023JJ00",7.8,12.5
"GM1621","2024JJ00",9.3,14.4
"GM0417","2011JJ00",3.4,6
"GM0417","2012JJ00",3.5,6.7
"GM0417","2013JJ00",4,6.7
"GM0417","2014JJ00",3.6,6.6
"GM0417","2015JJ00",3.7,6.6
"GM0417","2016JJ00",3.9,6.6
"GM0417","2017JJ00",3.7,7.2
"GM0417","2018JJ00",3.4,7.2
"GM0417","2019JJ00",3.2,6.9
"GM0417","2020JJ00",2.7,6.9
"GM0417","2021JJ00",3.8,7.5
"GM0417","2022JJ00",3.9,7.2
"GM0417","2023JJ00",5.2,8.9
"GM0417","2024JJ00",5.5,10.3
"GM0080","2011JJ00",6.9,8.9
"GM0080","2012JJ00",6.8,8.7
"GM0080","2013JJ00",6.6,8.6
"GM0080","2014JJ00",6.8,8.6
"GM0080","2015JJ00",7.1,8.9
"GM0080","2016JJ00",7,8.9
"GM0080","2017JJ00",7.2,9.3
"GM0080","2018JJ00",7.2,9.8
"GM0080","2019JJ00",7.2,10.1
"GM0080","2020JJ00",7.5,10.4
"GM0080","2021JJ00",8,11
"GM0080","2022JJ00",8.7,11.9
"GM0080","2023JJ00",10.1,13.2
"GM0080","2024JJ00",12.3,14.9
"GM0546","2011JJ00",6.5,9.2
"GM0546","2012JJ00",6.4,9.1
"GM0546","2013JJ00",6.3,8.9
"GM0546","2014JJ00",6.3,8.9
"GM0546","2015JJ00",6,8.6
"GM0546","2016JJ00",5.9,8.5
"GM0546","2017JJ00",5.9,8.9
"GM0546","2018JJ00",6,9.3
"GM0546","2019JJ00",6.1,9.7
"GM0546","2020JJ00",6.5,10.4
"GM0546","2021JJ00",6.9,10.9
"GM0546","2022JJ00",7.3,11.4
"GM0546","2023JJ00",8.6,12.8
"GM0546","2024JJ00",11,14.2
"GM0547","2011JJ00",5.1,8.4
"GM0547","2012JJ00",5,8.4
"GM0547","2013JJ00",4.6,7.8
"GM0547","2014JJ00",4.9,8.1
"GM0547","2015JJ00",4.9,8.1
"GM0547","2016JJ00",4.7,8
"GM0547","2017JJ00",4.6,8
"GM0547","2018JJ00",5,8.6
"GM0547","2019JJ00",5.5,9.3
"GM0547","2020JJ00",5.6,9.6
"GM0547","2021JJ00",6.2,10.5
"GM0547","2022JJ00",6.6,11.5
"GM0547","2023JJ00",8,12.4
"GM0547","2024JJ00",9.7,13.7
"GM1916","2011JJ00",6.5,10.2
"GM1916","2012JJ00",6.3,10.1
"GM1916","2013JJ00",6.2,9.9
"GM1916","2014JJ00",5.9,9.5
"GM1916","2015JJ00",6.1,9.6
"GM1916","2016JJ00",5.9,9.5
"GM1916","2017JJ00",6,9.7
"GM1916","2018JJ00",5.5,9.8
"GM1916","2019JJ00",5.6,10
"GM1916","2020JJ00",5.8,10.3
"GM1916","2021JJ00",6.3,10.6
"GM1916","2022JJ00",6.9,11.6
"GM1916","2023JJ00",7.9,12.5
"GM1916","2024JJ00",9.5,13.9
"GM0995","2011JJ00",7.1,9.6
"GM0995","2012JJ00",7.1,9.6
"GM0995","2013JJ00",6.5,9.1
"GM0995","2014JJ00",6.3,8.8
"GM0995","2015JJ00",6.5,8.9
"GM0995","2016JJ00",6.2,8.8
"GM0995","2017JJ00",6.3,8.8
"GM0995","2018JJ00",6.7,9.5
"GM0995","2019JJ00",7.4,10.4
"GM0995","2020JJ00",7.8,11
"GM0995","2021JJ00",8.1,11.6
"GM0995","2022JJ00",9.1,12.8
"GM0995","2023JJ00",10.5,14.1
"GM0995","2024JJ00",11.5,15.3
"GM1640","2011JJ00",6.1,9.8
"GM1640","2012JJ00",6.6,10.2
"GM1640","2013JJ00",6.3,9.9
"GM1640","2014JJ00",6.2,9.6
"GM1640","2015JJ00",5.8,9.3
"GM1640","2016JJ00",6.2,9.8
"GM1640","2017JJ00",6.3,10
"GM1640","2018JJ00",6.5,10.3
"GM1640","2019JJ00",7,11.3
"GM1640","2020JJ00",7.7,11.8
"GM1640","2021JJ00",8.1,12.7
"GM1640","2022JJ00",9.6,13.8
"GM1640","2023JJ00",11.5,16.1
"GM1640","2024JJ00",13.3,17.5
"GM0327","2011JJ00",4.8,9.1
"GM0327","2012JJ00",5.3,9.3
"GM0327","2013JJ00",5,8.8
"GM0327","2014JJ00",5,9
"GM0327","2015JJ00",5.3,8.8
"GM0327","2016JJ00",5,8.7
"GM0327","2017JJ00",5.2,8.6
"GM0327","2018JJ00",5.1,9.3
"GM0327","2019JJ00",5.3,9.3
"GM0327","2020JJ00",5.8,9.7
"GM0327","2021JJ00",6.5,10.4
"GM0327","2022JJ00",6.7,10.9
"GM0327","2023JJ00",8.2,12.9
"GM0327","2024JJ00",10,14.2
"GM1705","2011JJ00",5.5,9.1
"GM1705","2012JJ00",5.1,8.6
"GM1705","2013JJ00",5.1,8.5
"GM1705","2014JJ00",5.2,8.4
"GM1705","2015JJ00",5.4,8.5
"GM1705","2016JJ00",5.2,8.6
"GM1705","2017JJ00",5,8.8
"GM1705","2018JJ00",5.3,9
"GM1705","2019JJ00",5.5,9.2
"GM1705","2020JJ00",5.7,9.7
"GM1705","2021JJ00",6.5,10.6
"GM1705","2022JJ00",7.3,11.7
"GM1705","2023JJ00",8.7,12.7
"GM1705","2024JJ00",10.2,14.6
"GM0553","2011JJ00",6.9,10.6
"GM0553","2012JJ00",6.8,10.6
"GM0553","2013JJ00",5.7,10.1
"GM0553","2014JJ00",6.1,9.9
"GM0553","2015JJ00",6,9.8
"GM0553","2016JJ00",6,9.9
"GM0553","2017JJ00",5.9,9.8
"GM0553","2018JJ00",6.7,10.5
"GM0553","2019JJ00",7.4,11.2
"GM0553","2020JJ00",8,11.9
"GM0553","2021JJ00",8,12.3
"GM0553","2022JJ00",9.2,13.7
"GM0553","2023JJ00",10.8,15.4
"GM0553","2024JJ00",12.7,16.9
"GM0262","2011JJ00",4.9,8.2
"GM0262","2012JJ00",4.8,7.9
"GM0262","2013JJ00",4.8,7.7
"GM0262","2014JJ00",4.7,7.6
"GM0262","2015JJ00",4.7,7.5
"GM0262","2016JJ00",4.6,7.7
"GM0262","2017JJ00",4.3,7.4
"GM0262","2018JJ00",4.9,8.1
"GM0262","2019JJ00",4.9,8.6
"GM0262","2020JJ00",5.4,9.2
"GM0262","2021JJ00",5.8,9.8
"GM0262","2022JJ00",6.3,10.3
"GM0262","2023JJ00",7.3,11.3
"GM0262","2024JJ00",8.9,13.5
"GM0809","2011JJ00",6.1,9.7
"GM0809","2012JJ00",6.1,9.4
"GM0809","2013JJ00",5.9,9.2
"GM0809","2014JJ00",6.3,9.6
"GM0809","2015JJ00",6.3,9.4
"GM0809","2016JJ00",6.1,9.7
"GM0809","2017JJ00",6.3,9.9
"GM0809","2018JJ00",6.6,10.4
"GM0809","2019JJ00",7.3,10.8
"GM0809","2020JJ00",7.7,11.8
"GM0809","2021JJ00",8.1,12.3
"GM0809","2022JJ00",9.4,13.8
"GM0809","2023JJ00",11.4,15.1
"GM0809","2024JJ00",12.6,16.7
"GM0331","2011JJ00",6.9,10.8
"GM0331","2012JJ00",7.2,11.1
"GM0331","2013JJ00",6.8,10.8
"GM0331","2014JJ00",7,10.7
"GM0331","2015JJ00",5.9,9.5
"GM0331","2016JJ00",6,10
"GM0331","2017JJ00",6.7,10.2
"GM0331","2018JJ00",6.7,10.7
"GM0331","2019JJ00",7.2,11.4
"GM0331","2020JJ00",8.8,12.7
"GM0331","2021JJ00",9.8,13.7
"GM0331","2022JJ00",11,15.3
"GM0331","2023JJ00",13.1,16.8
"GM0331","2024JJ00",15.1,19.2
"GM0168","2011JJ00",6.7,9.8
"GM0168","2012JJ00",6.6,9.6
"GM0168","2013JJ00",6.3,9.2
"GM0168","2014JJ00",5.8,9
"GM0168","2015JJ00",5.9,8.9
"GM0168","2016JJ00",5.7,9
"GM0168","2017JJ00",5.8,9.1
"GM0168","2018JJ00",6,9.7
"GM0168","2019JJ00",6.3,10.3
"GM0168","2020JJ00",6.6,10.7
"GM0168","2021JJ00",7.3,11.3
"GM0168","2022JJ00",8.8,12.9
"GM0168","2023JJ00",9.9,13.9
"GM0168","2024JJ00",11.6,15.5
"GM0263","2011JJ00",7.3,10.8
"GM0263","2012JJ00",6.8,10.6
"GM0263","2013JJ00",6.8,10.1
"GM0263","2014JJ00",6.4,9.7
"GM0263","2015JJ00",6.7,9.9
"GM0263","2016JJ00",6.7,10
"GM0263","2017JJ00",6.3,10
"GM0263","2018JJ00",7,10.5
"GM0263","2019JJ00",7.2,11.1
"GM0263","2020JJ00",8.2,12.2
"GM0263","2021JJ00",9.1,12.9
"GM0263","2022JJ00",10.4,14.5
"GM0263","2023JJ00",12.4,16.1
"GM0263","2024JJ00",13.7,17.6
"GM1641","2011JJ00",6.3,9.7
"GM1641","2012JJ00",6.7,10.2
"GM1641","2013JJ00",6.4,9.9
"GM1641","2014JJ00",5.8,9.3
"GM1641","2015JJ00",5.7,9.2
"GM1641","2016JJ00",5.9,9.3
"GM1641","2017JJ00",6.1,9.9
"GM1641","2018JJ00",6.3,10.5
"GM1641","2019JJ00",6.6,10.9
"GM1641","2020JJ00",7.2,11.6
"GM1641","2021JJ00",8,12.4
"GM1641","2022JJ00",9.2,13.7
"GM1641","2023JJ00",11.2,15.6
"GM1641","2024JJ00",13.3,17.5
"GM1991","2011JJ00",6.6,9.7
"GM1991","2012JJ00",6.2,9.6
"GM1991","2013JJ00",6.1,9.4
"GM1991","2014JJ00",5.9,9.3
"GM1991","2015JJ00",6,9.2
"GM1991","2016JJ00",6.4,9.5
"GM1991","2017JJ00",6.3,9.8
"GM1991","2018JJ00",6.5,10.4
"GM1991","2019JJ00",7.1,11.1
"GM1991","2020JJ00",7.6,11.8
"GM1991","2021JJ00",8,12.5
"GM1991","2022JJ00",9.4,13.6
"GM1991","2023JJ00",10.7,14.8
