"RegioS","Perioden","MediaanPersoonlijkInkomen_7","GemiddeldPersoonlijkInkomen_6"
"GM0385","2017JJ00",8.5,12.2
"GM0385","2018JJ00",8.5,12.6
"GM0385","2019JJ00",9,13.2
"GM0385","2020JJ00",8.7,13.7
"GM0385","2021JJ00",9.3,14.3
"GM0385","2022JJ00",10.7,15.5
"GM0385","2023JJ00",12.8,17
"GM0385","2024JJ00",15,19.2
"GM0228","2011JJ00",7.5,10.3
"GM0228","2012JJ00",7.6,10.3
"GM0228","2013JJ00",7.3,10.2
"GM0228","2014JJ00",7,9.9
"GM0228","2015JJ00",7,10
"GM0228","2016JJ00",7.2,10.3
"GM0228","2017JJ00",7.4,10.5
"GM0228","2018JJ00",7.4,11.1
"GM0228","2019JJ00",7.7,11.6
"GM0228","2020JJ00",8.3,12.2
"GM0228","2021JJ00",8.7,12.8
"GM0228","2022JJ00",9.7,14
"GM0228","2023JJ00",11.3,15.3
"GM0228","2024JJ00",13.1,16.9
"GM0317","2011JJ00",4.6,7.9
"GM0317","2012JJ00",4.9,8.3
"GM0317","2013JJ00",4.8,8.3
"GM0317","2014JJ00",5.2,8.8
"GM0317","2015JJ00",5.1,8.7
"GM0317","2016JJ00",4.6,8.2
"GM0317","2017JJ00",4.8,8.8
"GM0317","2018JJ00",5,9.1
"GM0317","2019JJ00",5.1,8.9
"GM0317","2020JJ00",6,9.8
"GM0317","2021JJ00",6.1,10.2
"GM0317","2022JJ00",7.2,11.5
"GM0317","2023JJ00",7.6,12.2
"GM0317","2024JJ00",9.8,14.4
"GM1979","2011JJ00",5.7,8.4
"GM1979","2012JJ00",6,8.5
"GM1979","2013JJ00",5.8,8.4
"GM1979","2014JJ00",5.6,8.1
"GM1979","2015JJ00",5.7,8.2
"GM1979","2016JJ00",5.7,8.3
"GM1979","2017JJ00",5.4,8.4
"GM1979","2018JJ00",6,8.9
"GM1979","2019JJ00",6.8,9.5
"GM1979","2020JJ00",7.4,10.2
"GM1979","2021JJ00",8,11.1
"GM1979","2022JJ00",9.1,12.4
"GM1979","2023JJ00",10.4,13.8
"GM1979","2024JJ00",11.5,15.1
"GM0770","2011JJ00",6.1,10.4
"GM0770","2012JJ00",6.4,10.1
"GM0770","2013JJ00",6.3,10.1
"GM0770","2014JJ00",6.7,10.6
"GM0770","2015JJ00",6.6,10.9
"GM0770","2016JJ00",6.4,11
"GM0770","2017JJ00",7,11.3
"GM0770","2018JJ00",7.3,11.7
"GM0770","2019JJ00",7,11.6
"GM0770","2020JJ00",7.2,11.8
"GM0770","2021JJ00",7.6,12.7
"GM0770","2022JJ00",9.3,14.3
"GM0770","2023JJ00",10.4,15.5
"GM0770","2024JJ00",11.8,16.6
"GM1903","2011JJ00",5.1,8.9
"GM1903","2012JJ00",5,8.5
"GM1903","2013JJ00",5.2,8.7
"GM1903","2014JJ00",5.5,9.1
"GM1903","2015JJ00",5.6,9.1
"GM1903","2016JJ00",5.7,9.4
"GM1903","2017JJ00",5.9,9.9
"GM1903","2018JJ00",6.2,10.5
"GM1903","2019JJ00",6.2,10.8
"GM1903","2020JJ00",7.2,11.7
"GM1903","2021JJ00",7.3,11.8
"GM1903","2022JJ00",7.7,12.6
"GM1903","2023JJ00",8.7,13.7
"GM1903","2024JJ00",11.2,16
"GM0772","2011JJ00",7.1,10.1
"GM0772","2012JJ00",6.9,9.7
"GM0772","2013JJ00",6.7,9.6
"GM0772","2014JJ00",6.8,9.7
"GM0772","2015JJ00",6.8,9.6
"GM0772","2016JJ00",6.8,9.7
"GM0772","2017JJ00",6.9,10.1
"GM0772","2018JJ00",7.1,10.5
"GM0772","2019JJ00",7.2,10.9
"GM0772","2020JJ00",7.5,11.3
"GM0772","2021JJ00",8,12.1
"GM0772","2022JJ00",8.6,12.8
"GM0772","2023JJ00",9.9,14.2
"GM0772","2024JJ00",11.5,15.6
"GM0230","2011JJ00",7.6,10.7
"GM0230","2012JJ00",7.2,10.6
"GM0230","2013JJ00",7,10.2
"GM0230","2014JJ00",6.7,10
"GM0230","2015JJ00",7.3,10.2
"GM0230","2016JJ00",6.5,9.9
"GM0230","2017JJ00",6.4,10.4
"GM0230","2018JJ00",6.3,10.5
"GM0230","2019JJ00",7.4,10.9
"GM0230","2020JJ00",7.6,11.6
"GM0230","2021JJ00",9,13
"GM0230","2022JJ00",10.2,14.2
"GM0230","2023JJ00",12.3,16
"GM0230","2024JJ00",13.9,17.4
"GM0114","2011JJ00",6.4,9
"GM0114","2012JJ00",6.4,9
"GM0114","2013JJ00",6,8.8
"GM0114","2014JJ00",6.1,8.8
"GM0114","2015JJ00",6.2,8.8
"GM0114","2016JJ00",6,8.8
"GM0114","2017JJ00",6.1,9
"GM0114","2018JJ00",6.3,9.5
"GM0114","2019JJ00",6.8,10.1
"GM0114","2020JJ00",7,10.4
"GM0114","2021JJ00",7.8,11.2
"GM0114","2022JJ00",9.1,12.8
"GM0114","2023JJ00",10.7,14.2
"GM0114","2024JJ00",12.6,16.3
"GM0388","2011JJ00",6.6,9.8
"GM0388","2012JJ00",6.7,9.5
"GM0388","2013JJ00",7,9.8
"GM0388","2014JJ00",7.1,9.9
"GM0388","2015JJ00",7.4,10.1
"GM0388","2016JJ00",7.2,10
"GM0388","2017JJ00",7.2,9.9
"GM0388","2018JJ00",7.1,11.1
"GM0388","2019JJ00",7.7,11.4
"GM0388","2020JJ00",8.3,11.9
"GM0388","2021JJ00",8.5,12.6
"GM0388","2022JJ00",10.1,13.7
"GM0388","2023JJ00",11.4,15.3
"GM0388","2024JJ00",12.5,16.4
"GM0153","2011JJ00",6.8,9.1
"GM0153","2012JJ00",6.6,9
"GM0153","2013JJ00",6.5,8.8
"GM0153","2014JJ00",6.4,8.6
"GM0153","2015JJ00",6.5,8.6
"GM0153","2016JJ00",6.2,8.7
"GM0153","2017JJ00",6.2,8.8
"GM0153","2018JJ00",6.2,9.2
"GM0153","2019JJ00",6.4,9.5
"GM0153","2020JJ00",6.5,10
"GM0153","2021JJ00",7.3,10.7
"GM0153","2022JJ00",7.5,11.1
"GM0153","2023JJ00",8.8,12.5
"GM0153","2024JJ00",10.8,14.2
"GM0232","2011JJ00",6.4,9.9
"GM0232","2012JJ00",6.6,9.7
"GM0232","2013JJ00",6.4,9.7
"GM0232","2014JJ00",6.1,9.4
"GM0232","2015JJ00",5.8,9
"GM0232","2016JJ00",5.8,8.9
"GM0232","2017JJ00",6,9.4
"GM0232","2018JJ00",6.1,9.8
"GM0232","2019JJ00",6.9,10.4
"GM0232","2020JJ00",7.5,11.3
"GM0232","2021JJ00",8.3,12
"GM0232","2022JJ00",9.4,13.4
"GM0232","2023JJ00",11.1,14.9
"GM0232","2024JJ00",12.5,16.3
"GM0233","2011JJ00",6.7,10
"GM0233","2012JJ00",6.7,10.1
"GM0233","2013JJ00",6.6,10
"GM0233","2014JJ00",6.3,9.6
"GM0233","2015JJ00",6.5,9.8
"GM0233","2016JJ00",6.4,9.8
"GM0233","2017JJ00",6.6,10.2
"GM0233","2018JJ00",6.8,10.6
"GM0233","2019JJ00",7.4,11
"GM0233","2020JJ00",8.2,12
"GM0233","2021JJ00",8.4,12.5
"GM0233","2022JJ00",8.6,13.1
"GM0233","2023JJ00",9.9,14.3
"GM0233","2024JJ00",12,16.2
"GM0777","2011JJ00",6.3,10.2
"GM0777","2012JJ00",6.6,10
"GM0777","2013JJ00",6.4,9.9
"GM0777","2014JJ00",6.2,9.6
"GM0777","2015JJ00",6.2,9.7
"GM0777","2016JJ00",6.1,9.9
"GM0777","2017JJ00",6.1,10.3
"GM0777","2018JJ00",6.3,10.6
"GM0777","2019JJ00",6.6,10.9
"GM0777","2020JJ00",7.1,11.2
"GM0777","2021JJ00",7.4,11.7
"GM0777","2022JJ00",8.4,12.8
"GM0777","2023JJ00",9.5,13.9
"GM0777","2024JJ00",10.9,15.5
"GM1940","2011JJ00",6.2,9.1
"GM1940","2012JJ00",6.2,9.1
"GM1940","2013JJ00",5.8,8.6
"GM1940","2014JJ00",5.8,8.5
"GM1940","2015JJ00",5.9,8.5
"GM1940","2016JJ00",5.8,8.6
"GM1940","2017JJ00",5.5,8.7
"GM1940","2018JJ00",5.5,8.9
"GM1940","2019JJ00",6.3,9.7
"GM1940","2020JJ00",6.9,10.4
"GM1940","2021JJ00",7.1,11
"GM1940","2022JJ00",8.4,12.2
"GM1940","2023JJ00",9.8,13.3
"GM1940","2024JJ00",11.1,15
"GM0779","2011JJ00",7,10.8
"GM0779","2012JJ00",6.8,10.3
"GM0779","2013JJ00",6.7,10.1
"GM0779","2014JJ00",6.7,9.8
"GM0779","2015JJ00",7.2,10.3
"GM0779","2016JJ00",7.1,10.3
"GM0779","2017JJ00",7.1,10.3
"GM0779","2018JJ00",7.1,10.9
"GM0779","2019JJ00",7.2,11.1
"GM0779","2020JJ00",7.7,11.5
"GM0779","2021JJ00",8.7,12.1
"GM0779","2022JJ00",10,13.6
"GM0779","2023JJ00",11.2,15.4
"GM0779","2024JJ00",12.5,16.9
"GM1771","2011JJ00",6.1,9.2
"GM1771","2012JJ00",6.5,9.4
"GM1771","2013JJ00",5.8,9
"GM1771","2014JJ00",5.8,9
"GM1771","2015JJ00",6.1,9.2
"GM1771","2016JJ00",5.7,8.9
"GM1771","2017JJ00",5.9,9.2
"GM1771","2018JJ00",6.1,9.6
"GM1771","2019JJ00",6.4,10
"GM1771","2020JJ00",6.8,10.7
"GM1771","2021JJ00",6.8,10.8
"GM1771","2022JJ00",8.5,12.8
"GM1771","2023JJ00",9.9,14.4
"GM1771","2024JJ00",12.1,15.9
"GM1652","2011JJ00",7.3,10.7
"GM1652","2012JJ00",7.4,10.9
"GM1652","2013JJ00",6.9,10.4
"GM1652","2014JJ00",7.2,10.2
"GM1652","2015JJ00",7.2,10.2
"GM1652","2016JJ00",7.2,10.2
"GM1652","2017JJ00",7.8,10.9
"GM1652","2018JJ00",8,11.6
"GM1652","2019JJ00",7.7,11.8
"GM1652","2020JJ00",8.1,12.3
"GM1652","2021JJ00",8.4,12.6
"GM1652","2022JJ00",9,13.8
"GM1652","2023JJ00",10.7,14.9
"GM1652","2024JJ00",11.9,16.5
"GM0907","2011JJ00",6,9.5
"GM0907","2012JJ00",5.8,9.3
"GM0907","2013JJ00",5.7,8.7
"GM0907","2014JJ00",5.4,8.8
"GM0907","2015JJ00",5.5,8.7
"GM0907","2016JJ00",5.5,8.5
"GM0907","2017JJ00",5.9,8.9
"GM0907","2018JJ00",6.7,10
"GM0907","2019JJ00",7.4,10.8
"GM0907","2020JJ00",7.8,11.5
"GM0907","2021JJ00",7.6,11.8
"GM0907","2022JJ00",8.5,12.9
"GM0907","2023JJ00",10.5,15
"GM0907","2024JJ00",12.7,16.9
"GM0784","2011JJ00",6.4,9.9
"GM0784","2012JJ00",6.2,9.6
"GM0784","2013JJ00",6.2,9.7
"GM0784","2014JJ00",6.2,9.7
"GM0784","2015JJ00",6.2,9.7
"GM0784","2016JJ00",5.8,9.8
"GM0784","2017JJ00",6.6,10
"GM0784","2018JJ00",6.6,10.6
"GM0784","2019JJ00",6.9,10.9
"GM0784","2020JJ00",6.9,11
"GM0784","2021JJ00",7.3,11.4
"GM0784","2022JJ00",8.8,13
"GM0784","2023JJ00",10.2,14.4
"GM0784","2024JJ00",11.9,16.4
"GM1924","2011JJ00",7,11.1
"GM1924","2012JJ00",7.2,11
"GM1924","2013JJ00",6.8,10.8
"GM1924","2014JJ00",7,10.9
"GM1924","2015JJ00",7.1,10.6
"GM1924","2016JJ00",6.7,10.5
"GM1924","2017JJ00",6.9,11
"GM1924","2018JJ00",7.3,11.4
"GM1924","2019JJ00",7.5,11.9
"GM1924","2020JJ00",8.6,13
"GM1924","2021JJ00",9.4,13.3
"GM1924","2022JJ00",9.7,14.6
"GM1924","2023JJ00",10.8,15.7
"GM1924","2024JJ00",12.4,17.2
"GM0664","2011JJ00",6,9.6
"GM0664","2012JJ00",6.5,9.5
"GM0664","2013JJ00",6,9.4
"GM0664","2014JJ00",6.8,9.9
"GM0664","2015JJ00",6.8,9.9
"GM0664","2016JJ00",6.6,9.8
"GM0664","2017JJ00",6.9,10.1
"GM0664","2018JJ00",7.1,10.4
"GM0664","2019JJ00",7.6,11.4
"GM0664","2020JJ00",8.1,12.1
"GM0664","2021JJ00",9,12.9
"GM0664","2022JJ00",10,14.1
"GM0664","2023JJ00",12.1,15.8
"GM0664","2024JJ00",13.8,17.3
"GM0785","2011JJ00",5.9,9.6
"GM0785","2012JJ00",5.5,9.1
"GM0785","2013JJ00",5.5,9.3
"GM0785","2014JJ00",5.7,9.2
"GM0785","2015JJ00",5.7,8.8
"GM0785","2016JJ00",5.5,9
"GM0785","2017JJ00",5.7,9
"GM0785","2018JJ00",5.7,9.7
"GM0785","2019JJ00",6,9.8
"GM0785","2020JJ00",6.3,10
"GM0785","2021JJ00",6.9,10.5
"GM0785","2022JJ00",7,11.3
"GM0785","2023JJ00",8,12.2
"GM0785","2024JJ00",9.5,13.3
"GM1942","2011JJ00",4.6,8.8
"GM1942","2012JJ00",4.3,8.5
"GM1942","2013JJ00",4.6,8.2
"GM1942","2014JJ00",4.3,7.9
"GM1942","2015JJ00",4.3,7.9
"GM1942","2016JJ00",3.9,7.8
"GM1942","2017JJ00",3.8,7.6
"GM1942","2018JJ00",3.9,8
"GM1942","2019JJ00",4.1,8.1
"GM1942","2020JJ00",4.5,8.5
"GM1942","2021JJ00",4.2,8.9
"GM1942","2022JJ00",4.7,9.6
"GM1942","2023JJ00",5.6,10.5
"GM1942","2024JJ00",6.6,11.8
"GM0512","2011JJ00",6.9,10.3
"GM0512","2012JJ00",6.6,10.1
"GM0512","2013JJ00",6.4,9.8
"GM0512","2014JJ00",6.3,9.5
"GM0512","2015JJ00",6.1,9.4
"GM0512","2016JJ00",5.8,9.3
"GM0512","2017JJ00",5.9,9.6
"GM0512","2018JJ00",6.9,10.5
"GM0512","2019JJ00",7.4,11
"GM0512","2020JJ00",7.8,11.7
"GM0512","2021JJ00",9.1,12.6
"GM0512","2022JJ00",9.9,14
"GM0512","2023JJ00",11.6,15.7
"GM0512","2024JJ00",13.1,17.2
"GM0513","2011JJ00",7.1,10.5
"GM0513","2012JJ00",6.9,10.2
"GM0513","2013JJ00",6.5,9.9
"GM0513","2014JJ00",6.7,9.6
"GM0513","2015JJ00",6.8,9.7
"GM0513","2016JJ00",6.6,9.7
"GM0513","2017JJ00",7.1,10.1
"GM0513","2018JJ00",7.3,10.8
"GM0513","2019JJ00",7.5,11.4
"GM0513","2020JJ00",7.9,12.1
"GM0513","2021JJ00",8.5,12.6
"GM0513","2022JJ00",9.1,13.6
"GM0513","2023JJ00",10.4,14.8
"GM0513","2024JJ00",12.1,16.1
"GM0518","2011JJ00",7.3,10.2
"GM0518","2012JJ00",7,9.9
"GM0518","2013JJ00",6.8,9.6
"GM0518","2014JJ00",6.7,9.4
"GM0518","2015JJ00",6.7,9.4
"GM0518","2016JJ00",6.8,9.5
"GM0518","2017JJ00",7.1,9.9
"GM0518","2018JJ00",7.3,10.4
"GM0518","2019JJ00",7.4,10.7
"GM0518","2020JJ00",7.5,11.2
"GM0518","2021JJ00",8,11.8
"GM0518","2022JJ00",8.6,12.6
"GM0518","2023JJ00",9.7,13.8
"GM0518","2024JJ00",11.1,15.1
"GM0014","2011JJ00",6.4,8.5
"GM0014","2012JJ00",6.3,8.5
"GM0014","2013JJ00",6.3,8.4
"GM0014","2014JJ00",6.5,8.5
"GM0014","2015JJ00",6.6,8.7
"GM0014","2016JJ00",6.6,8.8
"GM0014","2017JJ00",6.5,8.9
"GM0014","2018JJ00",6.4,9.1
"GM0014","2019JJ00",6.4,9.4
"GM0014","2020JJ00",6.9,10.1
"GM0014","2021JJ00",7.3,10.6
"GM0014","2022JJ00",7.6,11
"GM0014","2023JJ00",9,12.4
"GM0014","2024JJ00",11.6,14.3
"GM1729","2011JJ00",5.7,9.3
"GM1729","2012JJ00",5.9,9.4
"GM1729","2013JJ00",5.8,9.3
"GM1729","2014JJ00",6.2,9.7
"GM1729","2015JJ00",6.9,10.6
"GM1729","2016JJ00",6.8,10.1
"GM1729","2017JJ00",6,10.2
"GM1729","2018JJ00",6.2,10.5
"GM1729","2019JJ00",6.9,11.2
"GM1729","2020JJ00",7.8,11.8
"GM1729","2021JJ00",8.5,13
"GM1729","2022JJ00",9.4,14.4
"GM1729","2023JJ00",10.4,15.2
"GM1729","2024JJ00",12.3,16.5
"GM0158","2011JJ00",5.8,9.2
"GM0158","2012JJ00",6.2,9.5
"GM0158","2013JJ00",5.5,9
"GM0158","2014JJ00",5.6,8.8
"GM0158","2015JJ00",5.7,8.6
"GM0158","2016JJ00",5.3,8.8
"GM0158","2017JJ00",5.5,9.1
"GM0158","2018JJ00",5.8,9.4
"GM0158","2019JJ00",6.3,10.4
"GM0158","2020JJ00",6.9,10.7
"GM0158","2021JJ00",7.3,11.3
"GM0158","2022JJ00",8.4,12.5
"GM0158","2023JJ00",9.9,13.9
"GM0158","2024JJ00",11,15.6
"GM0392","2011JJ00",8,10.7
"GM0392","2012JJ00",7.8,10.7
"GM0392","2013JJ00",7.6,10.3
"GM0392","2014JJ00",7.4,10.1
"GM0392","2015JJ00",7.7,10.4
"GM0392","2016JJ00",7.4,10.5
"GM0392","2017JJ00",7.5,10.7
"GM0392","2018JJ00",7.7,11.1
"GM0392","2019JJ00",7.5,11.3
"GM0392","2020JJ00",7.6,11.8
"GM0392","2021JJ00",7.8,11.9
"GM0392","2022JJ00",8.6,12.8
"GM0392","2023JJ00",9.5,13.8
"GM0392","2024JJ00",11.2,15.2
"GM0394","2011JJ00",6.4,9.7
"GM0394","2012JJ00",6.4,9.7
"GM0394","2013JJ00",6.3,9.6
"GM0394","2014JJ00",6.3,9.5
"GM0394","2015JJ00",6.2,9.5
"GM0394","2016JJ00",6.1,9.6
"GM0394","2017JJ00",6.2,9.8
"GM0394","2018JJ00",6.2,10
"GM0394","2019JJ00",6.6,10.3
"GM0394","2020JJ00",6.6,10.4
"GM0394","2021JJ00",7,10.9
"GM0394","2022JJ00",8.3,12.2
"GM0394","2023JJ00",9.6,13.5
"GM0394","2024JJ00",11.1,15.1
"GM1655","2011JJ00",6.1,9.6
"GM1655","2012JJ00",6.1,9.5
"GM1655","2013JJ00",6.2,9.5
"GM1655","2014JJ00",6,9.5
"GM1655","2015JJ00",6.1,9.5
"GM1655","2016JJ00",6.1,9.5
"GM1655","2017JJ00",6.6,10
"GM1655","2018JJ00",6.5,10.6
"GM1655","2019JJ00",7.5,11.3
"GM1655","2020JJ00",7.8,12
"GM1655","2021JJ00",8.5,12.5
"GM1655","2022JJ00",9.7,13.8
"GM1655","2023JJ00",11.2,15.3
"GM1655","2024JJ00",13.2,17.3
"GM0160","2011JJ00",6.6,9.8
"GM0160","2012JJ00",6.6,9.5
"GM0160","2013JJ00",6.5,9.4
"GM0160","2014JJ00",6.3,9.1
"GM0160","2015JJ00",6.6,9.4
"GM0160","2016JJ00",6.6,9.7
"GM0160","2017JJ00",6.6,9.8
"GM0160","2018JJ00",6.8,10.4
"GM0160","2019JJ00",6.8,10.7
"GM0160","2020JJ00",7.8,11.5
"GM0160","2021JJ00",8.1,11.9
"GM0160","2022JJ00",9.1,13.1
"GM0160","2023JJ00",10.4,14.7
"GM0160","2024JJ00",12.5,16.5
"GM0243","2011JJ00",7.5,10.9
"GM0243","2012JJ00",7.4,10.7
"GM0243","2013JJ00",6.5,9.9
"GM0243","2014JJ00",6.5,9.7
"GM0243","2015JJ00",6.6,9.7
"GM0243","2016JJ00",6.3,9.6
"GM0243","2017JJ00",6.7,10.1
"GM0243","2018JJ00",6.7,10.5
"GM0243","2019JJ00",7.1,11.2
"GM0243","2020JJ00",7,11.3
"GM0243","2021JJ00",7.6,12.1
"GM0243","2022JJ00",8.7,13.3
"GM0243","2023JJ00",10.6,14.5
"GM0243","2024JJ00",11.2,16
"GM0523","2011JJ00",9.4,12.3
"GM0523","2012JJ00",9.4,12.2
"GM0523","2013JJ00",9,12.1
"GM0523","2014JJ00",8.3,11.8
"GM0523","2015JJ00",8.7,11.9
"GM0523","2016JJ00",7.9,11.8
"GM0523","2017JJ00",8,11.7
"GM0523","2018JJ00",8.2,11.7
"GM0523","2019JJ00",8.9,12.3
"GM0523","2020JJ00",9.7,13.2
"GM0523","2021JJ00",10.6,14
"GM0523","2022JJ00",11.6,15.6
"GM0523","2023JJ00",12.9,16.9
"GM0523","2024JJ00",13.8,18.4
"GM0072","2011JJ00",5.6,8
"GM0072","2012JJ00",5.4,7.9
"GM0072","2013JJ00",5.6,8.1
"GM0072","2014JJ00",5.8,8.1
"GM0072","2015JJ00",5.7,8.1
"GM0072","2016JJ00",6,8.4
"GM0072","2017JJ00",5.9,8.6
"GM0072","2018JJ00",6.1,8.9
"GM0072","2019JJ00",6.6,9.3
"GM0072","2020JJ00",6.4,9.6
"GM0072","2021JJ00",7.1,10.2
"GM0072","2022JJ00",7.7,11.3
"GM0072","2023JJ00",9.5,12.5
"GM0072","2024JJ00",10.3,13.7
"GM0244","2011JJ00",5.6,9.1
"GM0244","2012JJ00",6.4,9.4
"GM0244","2013JJ00",5.9,9.1
"GM0244","2014JJ00",5.3,8.9
"GM0244","2015JJ00",5.4,8.9
"GM0244","2016JJ00",5.1,8.6
"GM0244","2017JJ00",4.9,8.3
"GM0244","2018JJ00",5.3,8.7
"GM0244","2019JJ00",5.9,9.5
"GM0244","2020JJ00",5.9,9.6
"GM0244","2021JJ00",5.8,10.1
"GM0244","2022JJ00",6.9,11.1
"GM0244","2023JJ00",8.2,12.3
"GM0244","2024JJ00",9.7,14.2
"GM0396","2011JJ00",7,10.6
"GM0396","2012JJ00",7.3,10.2
"GM0396","2013JJ00",7,10.2
"GM0396","2014JJ00",7.1,10.3
"GM0396","2015JJ00",7.2,10.3
"GM0396","2016JJ00",6.9,10.2
"GM0396","2017JJ00",7.4,10.6
"GM0396","2018JJ00",7.5,11.2
"GM0396","2019JJ00",7.9,11.5
"GM0396","2020JJ00",8.7,12.3
"GM0396","2021JJ00",9.1,12.6
"GM0396","2022JJ00",9.8,13.5
"GM0396","2023JJ00",10.6,15
"GM0396","2024JJ00",12.5,17
"GM0397","2011JJ00",4,7.6
"GM0397","2012JJ00",3.8,7.4
"GM0397","2013JJ00",3.5,7.3
"GM0397","2014JJ00",3.5,6.9
"GM0397","2015JJ00",3.9,7.4
"GM0397","2016JJ00",3.6,7.2
"GM0397","2017JJ00",3.6,7.2
"GM0397","2018JJ00",3.6,7.4
"GM0397","2019JJ00",3.6,7.5
"GM0397","2020JJ00",3.9,7.7
"GM0397","2021JJ00",3.8,7.7
"GM0397","2022JJ00",4.6,8.4
"GM0397","2023JJ00",5.3,9.3
"GM0397","2024JJ00",5.7,9.9
"GM0246","2011JJ00",5.9,9.4
"GM0246","2012JJ00",6.4,9.7
"GM0246","2013JJ00",6.8,9.7
"GM0246","2014JJ00",5.8,9
"GM0246","2015JJ00",5.9,9.5
"GM0246","2016JJ00",6.1,9.4
"GM0246","2017JJ00",6,9.3
"GM0246","2018JJ00",6.5,10.1
"GM0246","2019JJ00",7.2,11.2
"GM0246","2020JJ00",7.3,11.7
"GM0246","2021JJ00",8.3,12.1
"GM0246","2022JJ00",8.8,12.7
"GM0246","2023JJ00",10.5,14.5
"GM0246","2024JJ00",10.9,15.8
"GM0074","2011JJ00",6.5,9.3
"GM0074","2012JJ00",6.1,8.7
"GM0074","2013JJ00",6,8.8
"GM0074","2014JJ00",6,8.6
"GM0074","2015JJ00",6.1,8.7
"GM0074","2016JJ00",6,9
"GM0074","2017JJ00",5.7,9
"GM0074","2018JJ00",6.2,9.2
"GM0074","2019JJ00",6.4,9.8
"GM0074","2020JJ00",6.9,10.4
"GM0074","2021JJ00",7.3,10.8
"GM0074","2022JJ00",7.7,11.7
"GM0074","2023JJ00",8.9,13.1
"GM0074","2024JJ00",10.6,14.7
"GM0917","2011JJ00",7.8,10.3
"GM0917","2012JJ00",7.8,10.3
"GM0917","2013JJ00",7.8,10.2
"GM0917","2014JJ00",7.8,10.1
"GM0917","2015JJ00",7.7,10.1
"GM0917","2016JJ00",7.5,10
"GM0917","2017JJ00",8.1,10.6
"GM0917","2018JJ00",8.8,11.3
"GM0917","2019JJ00",9.1,11.9
"GM0917","2020JJ00",9.1,12.4
"GM0917","2021JJ00",9.5,12.8
"GM0917","2022JJ00",11,14
"GM0917","2023JJ00",12.6,15.7
"GM0917","2024JJ00",13.9,17
"GM1658","2011JJ00",5,8.5
"GM1658","2012JJ00",5.3,8.5
"GM1658","2013JJ00",5.4,8.3
"GM1658","2014JJ00",5.5,8.7
"GM1658","2015JJ00",5.8,9.1
"GM1658","2016JJ00",5.6,9.6
"GM1658","2017JJ00",5.4,9.5
"GM1658","2018JJ00",6,10
"GM1658","2019JJ00",6.2,10
"GM1658","2020JJ00",6.7,10.8
"GM1658","2021JJ00",7.5,11.4
"GM1658","2022JJ00",8.8,13.1
"GM1658","2023JJ00",9.2,13.8
"GM1658","2024JJ00",10.9,16
"GM0399","2011JJ00",5,8.3
"GM0399","2012JJ00",4.9,7.9
"GM0399","2013JJ00",4.6,7.7
"GM0399","2014JJ00",4.8,8.2
"GM0399","2015JJ00",4.7,8
"GM0399","2016JJ00",4.6,7.9
"GM0399","2017JJ00",4.6,8.1
"GM0399","2018JJ00",4.9,8.5
"GM0399","2019JJ00",4.8,8.8
"GM0399","2020JJ00",5.1,9
"GM0399","2021JJ00",5.6,9.4
"GM0399","2022JJ00",6.9,11
"GM0399","2023JJ00",8,12.1
"GM0399","2024JJ00",9.5,13.7
"GM0400","2011JJ00",7.9,10.8
"GM0400","2012JJ00",7.8,10.7
"GM0400","2013JJ00",7.5,10.6
"GM0400","2014JJ00",7.1,10.1
"GM0400","2015JJ00",7.1,10.1
"GM0400","2016JJ00",6.9,10
"GM0400","2017JJ00",7.3,10.1
"GM0400","2018JJ00",7.5,10.7
"GM0400","2019JJ00",8.5,11.5
"GM0400","2020JJ00",8.8,12.3
"GM0400","2021JJ00",10.2,13.5
"GM0400","2022JJ00",11.1,14.8
"GM0400","2023JJ00",13,16.4
"GM0400","2024JJ00",14.4,18.2
"GM0163","2011JJ00",6.4,9.8
"GM0163","2012JJ00",6.3,9.6
"GM0163","2013JJ00",5.9,9
"GM0163","2014JJ00",6,9.2
"GM0163","2015JJ00",6.1,8.7
"GM0163","2016JJ00",5.7,8.8
"GM0163","2017JJ00",5.9,9.3
"GM0163","2018JJ00",6.2,9.7
"GM0163","2019JJ00",6.5,10.2
"GM0163","2020JJ00",6.6,10.7
"GM0163","2021JJ00",7.4,11.4
"GM0163","2022JJ00",8.3,12.7
"GM0163","2023JJ00",10,14.1
"GM0163","2024JJ00",11.9,16.5
"GM0794","2011JJ00",7.1,9.9
"GM0794","2012JJ00",6.5,9.4
"GM0794","2013JJ00",6.5,9.4
"GM0794","2014JJ00",6.6,9.2
"GM0794","2015JJ00",6.3,9.1
"GM0794","2016JJ00",6.4,9.3
"GM0794","2017JJ00",6.7,9.8
"GM0794","2018JJ00",6.8,10.1
"GM0794","2019JJ00",7,10.7
"GM0794","2020JJ00",7.4,11.1
"GM0794","2021JJ00",8.4,12
"GM0794","2022JJ00",9.5,13.4
"GM0794","2023JJ00",11,14.8
"GM0794","2024JJ00",12.9,16.7
"GM0531","2011JJ00",7,11.3
"GM0531","2012JJ00",7.1,11.1
"GM0531","2013JJ00",6.6,10.8
"GM0531","2014JJ00",6,10.4
"GM0531","2015JJ00",6.4,10.1
"GM0531","2016JJ00",5.8,9.7
"GM0531","2017JJ00",5.9,10.1
"GM0531","2018JJ00",6.5,10.8
"GM0531","2019JJ00",7.2,11.5
"GM0531","2020JJ00",7.6,11.9
